frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,138.6,,,,,,,,,,,,,,,,,,,24,1088,30,98.77856087411558,2.7236735535142165,,,,
1,138.6,,,,,,,,,,,,,,,,,,,42,184,1015,16.705197794887194,92.150955227231,,,,
2,245.6,,,,,,,,,,,,,,,,,,,21,173,1027,,,,,,
3,268.1,,,,,,,,,,,,,,,,,,,16,174,1030,15.797306610382456,93.51279200398811,,,,
4,289.4,,,,,,,,,,,,,,,,,,,42,539,1024,48.935334844805425,92.96805729328526,,,,
83,2774.5,13,278,985,25.23937492923174,89.42728167371678,-0.4519099638203373,0.4519099638203373,-9.038199276406745,9.038199276406745,11,492,971,44.66824627763315,88.15623401541015,0.4573410177655331,0.4519099638203373,-27.168827024878706,9.038199276406745,,,,,,,,,
84,2806.5,13,278,986,25.23937492923174,89.51807079216725,-0.4514569246462129,0.0045349481840286894,-9.047232958841926,-18.139792736114924,11,492,971,44.66824627763315,88.15623401541015,0.0045349481840286894,-0.0045349481840286894,-18.139792736114924,18.139792736114924,,,,,,,,,
85,2838.7,13,277,986,25.148585810781267,89.51807079216725,-0.9261698009888164,-0.4451535777235237,0.3655723296816421,-9.25475213562421,11,492,972,44.66824627763315,88.24702313386062,0.03586264554176899,0.0,-18.87507660093006,0.0,,,,,,,,,
86,2874.8,13,277,986,25.148585810781267,89.51807079216725,-0.9065354546132726,-0.0027155269725978866,-0.027114597829235147,-18.103513150642726,11,491,972,44.57745715918268,88.24702313386062,-0.9065354546132726,0.9065354546132726,-0.027114597829235147,0.027114597829235147,,,,,,,,,
87,2906.8,13,277,985,25.148585810781267,89.42728167371678,-0.9079075266931351,-0.4512300652797691,-0.054473961335969524,9.051756575321363,11,491,972,44.57745715918268,88.24702313386062,-0.9079075266931351,0.9079075266931351,-0.054473961335969524,0.054473961335969524,,,,,,,,,
88,2938.7,13,276,985,25.057796692330793,89.42728167371678,-0.4628464862180999,-0.4628464862180999,8.900893965732688,8.900893965732688,11,491,972,44.57745715918268,88.24702313386062,-0.8907740807244794,0.8558551890127589,0.34234207560510155,17.117103780255174,,,,,,,,,
89,2974.8,13,276,985,25.057796692330793,89.42728167371678,-0.00631106086547308,-0.45552886038677964,18.031602472785227,9.047246482359096,11,490,973,44.486668040732205,88.3378122523111,-0.45552886038677964,0.45552886038677964,9.047246482359096,-9.047246482359096,,,,,,,,,
90,3006.5,13,276,985,25.057796692330793,89.42728167371678,-0.005447396133596854,0.0,18.157987111978695,0.0,11,490,973,44.486668040732205,88.3378122523111,-0.005447396133596854,0.9079075266931351,18.157987111978695,-0.054473961335969524,,,,,,,,,
91,3042.7,13,276,985,25.057796692330793,89.42728167371678,0.0,-1.9670975664269246,0.0,-37.82879935436393,11,490,974,44.486668040732205,88.42860137076157,0.07274769106608447,0.8380534010812933,18.18692276652112,-17.459445855860277,,,,,,,,,
92,3075.5,13,277,985,25.148585810781267,89.42728167371678,1.3580022116279395,-4.087503343321532,9.064986851810904,-81.18179430628679,11,490,973,44.486668040732205,88.3378122523111,0.4541670381468369,0.4541670381468369,9.020199367365198,9.020199367365198,,,,,,,,,
93,3106.8,13,277,985,25.148585810781267,89.42728167371678,3.647972295173349,-8.676871766853953,54.69185718128031,-173.01838019648932,11,491,974,44.57745715918268,88.42860137076157,-0.005447396133596854,-0.005447396133596854,-18.157987111978695,-18.157987111978695,,,,,,,,,
94,3138.7,13,276,981,25.057796692330793,89.06412519991488,7.542480609731673,-14.53789858264639,157.13501270274315,-224.06288848354163,11,491,974,44.57745715918268,88.42860137076157,0.07274769106608447,-0.41902670054064667,-18.18692276652112,-8.729722927930139,,,,,,,,,
95,3175.7,13,279,976,25.330164047682214,88.61017960766252,13.816828516143273,-26.656156880675564,239.61418090298667,-369.2903321878065,11,491,974,44.57745715918268,88.42860137076157,-0.4722759116881892,-2.3174484541281366,-27.512074613573333,-64.34186587983983,,,,,,,,,
96,3206.5,13,284,966,25.784109639934584,87.70228842315778,19.280374118637795,-36.9724295634541,258.89694569664294,-394.59561772929203,11,490,973,44.486668040732205,88.3378122523111,-0.8962728929285694,-10.434346396229621,0.2878668151888435,-191.04760968031903,,,,,,,,,
97,3242.7,14,294,951,26.692000824439322,86.34045164640067,28.60356802831312,-49.79381524240607,247.88589919305394,-453.9355088195291,11,490,973,44.486668040732205,88.3378122523111,-1.3987228430277778,-26.363637063665294,-10.110587504514694,-490.20509174754386,,,,,,,,,
